locality,street,rooms,area,price_total_zl,price_sqm_zl,owner_type,date_posted,photo_count,url,image_url
Katowice Ligota,ul. Piotrowicka,3,89,1130000,12697,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-piotrowicka-3-pokojowe-i1m1z3,https://s2.adresowa.pl/oi/7f/73/38b272_3fe2_cover-3-pokojowe-mieszkanie-katowice-ligota-ul-piotrowicka.jpg
Katowice Wełnowiec,ul. prof. Jana Mikusińskiego,3,50,382000,7671,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-prof-jana-mikusinskiego-3-pokojowe-c7x9u7,https://s2.adresowa.pl/oi/77/7c/38ad24_7b59_cover-3-pokojowe-mieszkanie-katowice-welnowiec-ul-prof-jana-mikusinskiego.jpg
Katowice os. Tysiąclecia,ul. Bolesława Chrobrego,2,53,400000,7491,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego-2-pokojowe-h9u5k4,https://s2.adresowa.pl/oi/5d/7b/3899fc_95fa_cover-2-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego.jpg
Katowice Koszutka,ul. Kazimiery Iłłakowiczówny,2,51,599900,11763,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-kazimiery-illakowiczowny-2-pokojowe-x2h6w5,https://s2.adresowa.pl/oi/72/2a/389844_d163_cover-2-pokojowe-mieszkanie-katowice-koszutka-ul-kazimiery-illakowiczowny.jpg
Katowice Śródmieście,ul. Strzelecka,3,55,399000,7255,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-strzelecka-3-pokojowe-b5s9j3,https://s2.adresowa.pl/oi/4a/3c/389498_e537_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-strzelecka.jpg
Katowice Załęże,ul. Gliwicka,3,76,419000,5535,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-gliwicka-3-pokojowe-l9r1r4,https://s2.adresowa.pl/oi/10/25/38942e_5999_cover-3-pokojowe-mieszkanie-katowice-zaleze-ul-gliwicka.jpg
Katowice Szopienice,ul. Przelotowa,2,36,220000,6086,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-przelotowa-2-pokojowe-v1u9i8,https://s2.adresowa.pl/oi/7f/4c/389428_415a_cover-2-pokojowe-mieszkanie-katowice-szopienice-ul-przelotowa.jpg
Katowice Brynów,ul. Rzepakowa,3,87,1129000,12977,Bez pośredników,ponad miesiąc temu,24,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-rzepakowa-3-pokojowe-a7k6y5,https://s2.adresowa.pl/oi/64/2e/3891b0_61b6_cover-3-pokojowe-mieszkanie-katowice-brynow-ul-rzepakowa.jpg
Katowice Muchowiec,ul. Graniczna,3,57,599000,10509,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-graniczna-3-pokojowe-c2g0q3,https://s2.adresowa.pl/oi/1f/7e/388a20_6598_cover-3-pokojowe-mieszkanie-katowice-muchowiec-ul-graniczna.jpg
Katowice Bogucice,ul. Uniwersytecka,3,48,599000,12479,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-uniwersytecka-3-pokojowe-v3k6n3,https://s2.adresowa.pl/oi/2e/43/387fc0_4289_cover-3-pokojowe-mieszkanie-katowice-bogucice-ul-uniwersytecka.jpg
Katowice Koszutka,,2,41,549000,13390,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-koszutka-2-pokojowe-41-m2-f5z0i7,https://s2.adresowa.pl/oi/35/34/3879ee_586d_cover-2-pokojowe-mieszkanie-katowice-koszutka.jpg
Katowice os. Tysiąclecia,,2,28,460000,16429,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-2-pokojowe-28-m2-x6t6t8,https://s2.adresowa.pl/oi/76/56/386a3e_c4d1_cover-2-pokojowe-mieszkanie-katowice-os-tysiaclecia.jpg
Katowice os. Tysiąclecia,ul. Tysiąclecia,1,38,298000,7760,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia-1-pokoj-c9q2z4,https://s2.adresowa.pl/oi/66/6f/386304_8a95_cover-1-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia.jpg
Katowice Piotrowice,ul. Marcina Radockiego,4,70,495000,7054,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-marcina-radockiego-4-pokojowe-y5q6s3,https://s2.adresowa.pl/oi/24/45/38618a_faef_cover-4-pokojowe-mieszkanie-katowice-piotrowice-ul-marcina-radockiego.jpg
Katowice Koszutka,ul. Wierzbowa,2,52,395000,7553,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-wierzbowa-2-pokojowe-w4c8y4,https://s2.adresowa.pl/oi/60/4a/3856f8_30bf_cover-2-pokojowe-mieszkanie-katowice-koszutka-ul-wierzbowa.jpg
Katowice Śródmieście,ul. Dyrekcyjna,2,42,389000,9329,Bez pośredników,ponad miesiąc temu,23,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-dyrekcyjna-2-pokojowe-v4v3s6,https://s2.adresowa.pl/oi/1e/2d/385088_b57a_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-dyrekcyjna.jpg
Katowice Śródmieście,ul. Dyrekcyjna,1,35,339000,9769,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-dyrekcyjna-1-pokoj-j3p4m2,https://s2.adresowa.pl/oi/6c/49/385078_2c1c_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-dyrekcyjna.jpg
Katowice Bogucice,ul. Leopolda Markiefki,1,24,250000,10417,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-leopolda-markiefki-1-pokoj-s7h8w8,https://s2.adresowa.pl/oi/55/3f/382aa6_7646_cover-1-pokojowe-mieszkanie-katowice-bogucice-ul-leopolda-markiefki.jpg
Katowice Zawodzie,al. Walentego Roździeńskiego,3,62,zapytaj o cenę,,Bez pośredników,ponad miesiąc temu,17,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-al-walentego-rozdzienskiego-3-pokojowe-a7k6p4,https://s2.adresowa.pl/oi/1f/20/381c82_42fb_cover-3-pokojowe-mieszkanie-katowice-zawodzie-al-walentego-rozdzienskiego.jpg
Katowice Zawodzie,al. Walentego Roździeńskiego,3,60,525000,8765,Bez pośredników,ponad miesiąc temu,4,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-al-walentego-rozdzienskiego-3-pokojowe-j8i7d8,https://s2.adresowa.pl/oi/7c/56/38128e_e080_cover-3-pokojowe-mieszkanie-katowice-zawodzie-al-walentego-rozdzienskiego.jpg
Katowice Śródmieście,ul. Michała Drzymały,2,28,219000,7821,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-michala-drzymaly-2-pokojowe-y8l0n4,https://s2.adresowa.pl/oi/63/11/3809ae_c5b3_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-michala-drzymaly.jpg
Katowice Śródmieście,ul. Władysława Stanisława Reymonta,1,15,220000,14667,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-wladyslawa-stanislawa-reymonta-1-pokoj-x7u9i6,https://s2.adresowa.pl/oi/46/41/37f96a_8a25_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-wladyslawa-stanislawa-reymonta.jpg
Katowice,,2,37,295000,7973,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-2-pokojowe-37-m2-o7h6p3,https://s2.adresowa.pl/oi/78/49/37ef00_f18e_cover-2-pokojowe-mieszkanie-katowice.jpg
Katowice Zawodzie,,4,49,517900,10569,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-4-pokojowe-49-m2-j6f6z6,https://s2.adresowa.pl/oi/2e/37/37e97a_b1c5_cover-4-pokojowe-mieszkanie-katowice-zawodzie.jpg
Katowice os. Tysiąclecia,ul. Bolesława Chrobrego,2,49,379000,7735,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego-2-pokojowe-a9y3v7,https://s2.adresowa.pl/oi/10/40/37dc7c_650a_cover-2-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-boleslawa-chrobrego.jpg
Katowice Panewniki,ul. Kijowska,2,56,400000,7190,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-panewniki-ul-kijowska-2-pokojowe-x1v9z5,https://s2.adresowa.pl/oi/16/14/37d340_3185_cover-2-pokojowe-mieszkanie-katowice-panewniki-ul-kijowska.jpg
Katowice os. Tysiąclecia,ul. Zawiszy Czarnego,3,53,631000,12001,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-zawiszy-czarnego-3-pokojowe-a2m8b5,https://s2.adresowa.pl/oi/3b/16/37c324_bc2a_cover-3-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-zawiszy-czarnego.jpg
Katowice Dolina Trzech Stawów,ul. Ignacego Paderewskiego,6,108,1059000,9792,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-dolina-trzech-stawow-ul-ignacego-paderewskiego-6-pokojowe-l0z6u5,https://s2.adresowa.pl/oi/16/2a/37c1a8_f5e8_cover-6-pokojowe-mieszkanie-katowice-dolina-trzech-stawow-ul-ignacego-paderewskiego.jpg
Katowice Giszowiec,ul. Miła,2,48,430000,8958,Bez pośredników,ponad miesiąc temu,18,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-mila-2-pokojowe-h7y2a7,https://s2.adresowa.pl/oi/4e/1d/37bdd0_3aa0_cover-2-pokojowe-mieszkanie-katowice-giszowiec-ul-mila.jpg
Katowice Wełnowiec,ul. Modelarska,2,41,435000,10641,Bez pośredników,ponad miesiąc temu,3,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-modelarska-2-pokojowe-r4t4t4,https://s2.adresowa.pl/oi/74/31/37b068_5b4a_cover-2-pokojowe-mieszkanie-katowice-welnowiec-ul-modelarska.jpg
Katowice Załęże,ul. 18 Sierpnia,2,45,525000,11667,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-zaleze-ul-18-sierpnia-2-pokojowe-j6s7m2,https://s2.adresowa.pl/oi/3c/45/37a1d0_a020_cover-2-pokojowe-mieszkanie-katowice-zaleze-ul-18-sierpnia.jpg
Katowice Brynów,ul. Drozdów,2,38,400000,10526,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-drozdow-2-pokojowe-z6y2r6,https://s2.adresowa.pl/oi/52/1f/379efe_7682_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-drozdow.jpg
Katowice Szopienice,ul. Przelotowa,1,35,154000,4400,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-przelotowa-1-pokoj-v9u0n8,https://s2.adresowa.pl/oi/6e/4e/378396_fed2_cover-1-pokojowe-mieszkanie-katowice-szopienice-ul-przelotowa.jpg
Katowice,ul. Bolesława Chrobrego,3,57,510000,8979,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-ul-boleslawa-chrobrego-3-pokojowe-n6f2f9,https://s2.adresowa.pl/oi/2f/50/3780c8_2b8c_cover-3-pokojowe-mieszkanie-katowice-ul-boleslawa-chrobrego.jpg
Katowice Śródmieście,al. Wojciecha Korfantego,2,32,330000,10355,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego-2-pokojowe-e0m9v3,https://s2.adresowa.pl/oi/29/63/377e42_7748_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego.jpg
Katowice Piotrowice,ul. Leszczynowa,4,100,890000,8900,Bez pośredników,ponad miesiąc temu,11,https://adresowo.pl/o/mieszkanie-katowice-piotrowice-ul-leszczynowa-4-pokojowe-s3b7l9,https://s2.adresowa.pl/oi/57/1d/3757e6_50c6_cover-4-pokojowe-mieszkanie-katowice-piotrowice-ul-leszczynowa.jpg
Katowice Śródmieście,al. Wojciecha Korfantego,2,48,455000,9539,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego-2-pokojowe-h3p8b7,https://s2.adresowa.pl/oi/3f/46/372ca4_54ed_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego.jpg
Katowice os. Witosa,ul. Norberta Barlickiego,2,49,360000,7400,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-os-witosa-ul-norberta-barlickiego-2-pokojowe-k1k7u5,https://s2.adresowa.pl/oi/50/59/372694_ae54_cover-2-pokojowe-mieszkanie-katowice-os-witosa-ul-norberta-barlickiego.jpg
Katowice Ligota,ul. Braci Mniejszych,3,69,797000,11497,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-braci-mniejszych-3-pokojowe-w8c5j6,https://s2.adresowa.pl/oi/28/6d/371728_55a3_cover-3-pokojowe-mieszkanie-katowice-ligota-ul-braci-mniejszych.jpg
Katowice Koszutka,ul. Michała Grażyńskiego,1,29,280000,9655,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-koszutka-ul-michala-grazynskiego-1-pokoj-w8v8z7,https://s2.adresowa.pl/oi/39/19/37058c_3834_cover-1-pokojowe-mieszkanie-katowice-koszutka-ul-michala-grazynskiego.jpg
Katowice,,2,43,320000,7442,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-2-pokojowe-43-m2-p5y6r0,https://s2.adresowa.pl/oi/7e/67/3704ac_8d56_cover-2-pokojowe-mieszkanie-katowice.jpg
Katowice Muchowiec,ul. gen. Władysława Sikorskiego,2,45,599000,13311,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-gen-wladyslawa-sikorskiego-2-pokojowe-q7w6z3,https://s2.adresowa.pl/oi/33/45/36eff0_3612_cover-2-pokojowe-mieszkanie-katowice-muchowiec-ul-gen-wladyslawa-sikorskiego.jpg
Katowice Janów,ul. Oswobodzenia,2,49,275000,5636,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-katowice-janow-ul-oswobodzenia-2-pokojowe-q3m8i3,https://s2.adresowa.pl/oi/75/76/36eb1c_6a8c_cover-2-pokojowe-mieszkanie-katowice-janow-ul-oswobodzenia.jpg
Katowice Bogucice,ul. Nowa,2,32,270000,8438,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-nowa-2-pokojowe-e1x9y5,https://s2.adresowa.pl/oi/2a/29/36b616_8f00_cover-2-pokojowe-mieszkanie-katowice-bogucice-ul-nowa.jpg
Katowice Ochojec,ul. Marcina Radockiego,1,38,350000,9211,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-ochojec-ul-marcina-radockiego-1-pokoj-m8j6z6,https://s2.adresowa.pl/oi/49/76/36b230_5589_cover-1-pokojowe-mieszkanie-katowice-ochojec-ul-marcina-radockiego.jpg
Katowice Bogucice,ul. Podhalańska,3,73,650000,8904,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-podhalanska-3-pokojowe-y7i1y1,https://s2.adresowa.pl/oi/53/55/367310_f653_cover-3-pokojowe-mieszkanie-katowice-bogucice-ul-podhalanska.jpg
Katowice Bogucice,ul. Nadgórników,2,45,799000,17756,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-nadgornikow-2-pokojowe-l0q6s1,https://s2.adresowa.pl/oi/18/67/3644ea_ee1b_cover-2-pokojowe-mieszkanie-katowice-bogucice-ul-nadgornikow.jpg
Katowice Dąb,ul. Brzoskwiniowa,5,152,1295000,8520,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-dab-ul-brzoskwiniowa-5-pokojowe-n0c4d3,https://s2.adresowa.pl/oi/61/72/3642bc_5cb3_cover-5-pokojowe-mieszkanie-katowice-dab-ul-brzoskwiniowa.jpg
Katowice Śródmieście,ul. Zabrska,1,26,495000,18722,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-zabrska-1-pokoj-i3y2s0,https://s2.adresowa.pl/oi/17/61/360ce4_d456_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-zabrska.jpg
Katowice Nikiszowiec,ul. Odrowążów,2,58,430000,7414,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-nikiszowiec-ul-odrowazow-2-pokojowe-s0h7g5,https://s2.adresowa.pl/oi/30/12/358dde_3312_cover-2-pokojowe-mieszkanie-katowice-nikiszowiec-ul-odrowazow.jpg
Katowice Koszutka,,3,61,430000,7049,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-koszutka-3-pokojowe-61-m2-k0o3e3,https://s2.adresowa.pl/oi/12/2c/358930_c356_cover-3-pokojowe-mieszkanie-katowice-koszutka.jpg
Katowice Śródmieście,al. Wojciecha Korfantego,3,47,360000,7692,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego-3-pokojowe-i2y3r1,https://s2.adresowa.pl/oi/74/6e/3572cc_958d_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-al-wojciecha-korfantego.jpg
Katowice Brynów,ul. Kredytowa,2,47,380000,8085,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-kredytowa-2-pokojowe-i3u6d5,https://s2.adresowa.pl/oi/50/3c/3564f2_d6b9_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-kredytowa.jpg
Katowice os. Tysiąclecia,ul. Tysiąclecia,2,50,470000,9400,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia-2-pokojowe-k5i5i6,https://s2.adresowa.pl/oi/30/72/354096_9d66_cover-2-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-tysiaclecia.jpg
,,,,,,Pośrednik,,,https://adresowo.pl/mieszkania/katowice/bogucice-x/,
Katowice Szopienice,ul. Ludwika Zamenhofa,2,49,369000,7531,Bez pośredników,ponad miesiąc temu,19,https://adresowo.pl/o/mieszkanie-katowice-szopienice-ul-ludwika-zamenhofa-2-pokojowe-n8x9z9,https://s2.adresowa.pl/oi/46/40/353470_b92e_cover-2-pokojowe-mieszkanie-katowice-szopienice-ul-ludwika-zamenhofa.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Śródmieście,ul. Warszawska,3,104,650000,6250,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-warszawska-3-pokojowe-p8f8y9,https://s2.adresowa.pl/oi/69/57/34f30a_fc1a_cover-3-pokojowe-mieszkanie-katowice-srodmiescie-ul-warszawska.jpg
Katowice Śródmieście,,3,61,850000,13934,Bez pośredników,ponad miesiąc temu,2,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-3-pokojowe-61-m2-b4e0t3,https://s2.adresowa.pl/oi/1c/4e/34d5ee_c7c4_cover-3-pokojowe-mieszkanie-katowice-srodmiescie.jpg
Katowice Brynów,ul. Rolna,2,34,260000,7647,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-rolna-2-pokojowe-h4n5r3,https://s2.adresowa.pl/oi/57/55/34655c_83bd_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-rolna.jpg
Katowice Brynów,ul. Meteorologów,2,45,500000,11201,Bez pośredników,ponad miesiąc temu,7,https://adresowo.pl/o/mieszkanie-katowice-brynow-ul-meteorologow-2-pokojowe-q6z1y8,https://s2.adresowa.pl/oi/11/49/344e6c_b1b8_cover-2-pokojowe-mieszkanie-katowice-brynow-ul-meteorologow.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Muchowiec,ul. Wróbli,2,72,777000,10792,Bez pośredników,ponad miesiąc temu,13,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-wrobli-2-pokojowe-h6m0x5,https://s2.adresowa.pl/oi/46/71/3401fa_70d4_cover-2-pokojowe-mieszkanie-katowice-muchowiec-ul-wrobli.jpg
Katowice os. Tysiąclecia,ul. Chorzowska,2,43,690000,15910,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-os-tysiaclecia-ul-chorzowska-2-pokojowe-i1k8k9,https://s2.adresowa.pl/oi/75/4b/33947e_781a_cover-2-pokojowe-mieszkanie-katowice-os-tysiaclecia-ul-chorzowska.jpg
Katowice Muchowiec,ul. Szybowcowa,3,73,1086061,14900,Bez pośredników,ponad miesiąc temu,20,https://adresowo.pl/o/mieszkanie-katowice-muchowiec-ul-szybowcowa-3-pokojowe-e9w9q4,https://s2.adresowa.pl/oi/73/51/3325f8_4a92_cover-3-pokojowe-mieszkanie-katowice-muchowiec-ul-szybowcowa.jpg
Katowice Dąb,pl. Bolesława Chrobrego,2,51,430000,8515,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-dab-pl-boleslawa-chrobrego-2-pokojowe-k0p4m9,https://s2.adresowa.pl/oi/41/5e/32f17e_37b7_cover-2-pokojowe-mieszkanie-katowice-dab-pl-boleslawa-chrobrego.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Koszutka,,4,124,1300000,10484,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-koszutka-4-pokojowe-124-m2-n4r9t6,https://s2.adresowa.pl/oi/6f/73/32d6b2_7a8f_cover-4-pokojowe-mieszkanie-katowice-koszutka.jpg
Katowice Wełnowiec,ul. Jesionowa,4,149,1489500,9997,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-jesionowa-4-pokojowe-y3e9l6,https://s2.adresowa.pl/oi/4a/2d/32d6b0_9447_cover-4-pokojowe-mieszkanie-katowice-welnowiec-ul-jesionowa.jpg
Katowice Ligota,ul. Gdańska,3,56,379000,6768,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-gdanska-3-pokojowe-b2d5f8,https://s2.adresowa.pl/oi/4b/1d/32c4ca_963b_cover-3-pokojowe-mieszkanie-katowice-ligota-ul-gdanska.jpg
Katowice Giszowiec,ul. Wojciecha,1,32,295000,9300,Bez pośredników,ponad miesiąc temu,16,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-wojciecha-1-pokoj-k6b7z0,https://s2.adresowa.pl/oi/57/4b/328ba4_aec9_cover-1-pokojowe-mieszkanie-katowice-giszowiec-ul-wojciecha.jpg
Katowice Śródmieście,ul. Władysława Stanisława Reymonta,1,15,269000,18188,Bez pośredników,ponad miesiąc temu,10,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-wladyslawa-stanislawa-reymonta-1-pokoj-u7q9q7,https://s2.adresowa.pl/oi/6c/1f/328320_ef5c_cover-1-pokojowe-mieszkanie-katowice-srodmiescie-ul-wladyslawa-stanislawa-reymonta.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Śródmieście,ul. Barbary,2,45,370000,8222,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-barbary-2-pokojowe-a7l5j1,https://s2.adresowa.pl/oi/36/2f/324a66_d2f7_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-barbary.jpg
Katowice Ligota,,1,31,264000,8516,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-ligota-1-pokoj-31-m2-c0n0g4,https://s2.adresowa.pl/oi/5e/2f/313060_d2dd_cover-1-pokojowe-mieszkanie-katowice-ligota.jpg
Katowice Śródmieście,ul. Marii Skłodowskiej-Curie,2,71,770000,10848,Bez pośredników,ponad miesiąc temu,14,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie-2-pokojowe-f8z0b6,https://s2.adresowa.pl/oi/10/7a/3110a0_8380_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-marii-sklodowskiej-curie.jpg
Katowice Zawodzie,ul. Bohaterów Monte Cassino,2,51,420000,8235,Bez pośredników,ponad miesiąc temu,8,https://adresowo.pl/o/mieszkanie-katowice-zawodzie-ul-bohaterow-monte-cassino-2-pokojowe-w4r7c7,https://s2.adresowa.pl/oi/3e/72/30b180_940e_cover-2-pokojowe-mieszkanie-katowice-zawodzie-ul-bohaterow-monte-cassino.jpg
Katowice Śródmieście,ul. Barbary,2,34,539000,15848,Bez pośredników,ponad miesiąc temu,12,https://adresowo.pl/o/mieszkanie-katowice-srodmiescie-ul-barbary-2-pokojowe-m9z2o1,https://s2.adresowa.pl/oi/72/4f/2dcee8_4675_cover-2-pokojowe-mieszkanie-katowice-srodmiescie-ul-barbary.jpg
,,,,,,Pośrednik,,,,
,,,,,,Pośrednik,,,,
Katowice Ligota,ul. Ostrawska,3,47,636000,13440,Bez pośredników,ponad miesiąc temu,6,https://adresowo.pl/o/mieszkanie-katowice-ligota-ul-ostrawska-3-pokojowe-w4p5k6,https://s2.adresowa.pl/oi/7c/3b/2cba8c_29f0_cover-3-pokojowe-mieszkanie-katowice-ligota-ul-ostrawska.jpg
Katowice Bogucice,ul. Nadgórników,2,43,659000,15219,Bez pośredników,ponad miesiąc temu,9,https://adresowo.pl/o/mieszkanie-katowice-bogucice-ul-nadgornikow-2-pokojowe-x7k6y0,https://s2.adresowa.pl/oi/28/6b/2cb9c8_344f_cover-2-pokojowe-mieszkanie-katowice-bogucice-ul-nadgornikow.jpg
Katowice Giszowiec,ul. Wojciecha,3,54,387000,7207,Bez pośredników,ponad miesiąc temu,5,https://adresowo.pl/o/mieszkanie-katowice-giszowiec-ul-wojciecha-3-pokojowe-a9t7p7,https://s2.adresowa.pl/oi/27/6c/2b38ce_5ca4_cover-3-pokojowe-mieszkanie-katowice-giszowiec-ul-wojciecha.jpg
Katowice Wełnowiec,ul. Jesionowa,4,93,839000,9022,Bez pośredników,ponad miesiąc temu,1,https://adresowo.pl/o/mieszkanie-katowice-welnowiec-ul-jesionowa-4-pokojowe-g5j7y5,https://s2.adresowa.pl/oi/5d/37/2a4088_f1af_cover-4-pokojowe-mieszkanie-katowice-welnowiec-ul-jesionowa.jpg
